Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Himachal Pradesh,,,,,
Arhar/Tur,,,,,
, 2015-16,Kharif     ,1793,3007,1.68
, 2016-17,Kharif     ,1769,2986,1.69
, 2017-18,Kharif     ,2107,4747,2.25
, 2018-19,Kharif     ,1636,2745,1.68
, 2019-20,Kharif     ,2028,3285,1.62
, 2020-21,Kharif     ,1717,3256,1.9
 12.UDAM SINGH NAGAR, 2000-01,Kharif     ,604,1110,1.84
, 2001-02,Kharif     ,316,479,1.52
, 2002-03,Kharif     ,265,477,1.8
, 2003-04,Kharif     ,310,563,1.82
, 2004-05,Kharif     ,252,685,2.72
, 2005-06,Kharif     ,203,443,2.18
, 2006-07,Kharif     ,108,200,1.85
, 2007-08,Kharif     ,166,252,1.52
, 2008-09,Kharif     ,77,117,1.52
, 2009-10,Kharif     ,69,105,1.52
, 2010-11,Kharif     ,64,141,2.2
, 2011-12,Kharif     ,18,41,2.28
, 2012-13,Kharif     ,26,64,2.46
, 2013-14,Kharif     ,22,54,2.45
, 2014-15,Kharif     ,24,53,2.21
, 2015-16,Kharif     ,30,59,1.97
, 2016-17,Kharif     ,32,43,1.34
, 2017-18,Kharif     ,30,40,1.33
, 2018-19,Kharif     ,151,200,1.32
, 2019-20,Kharif     ,68,91,1.34
, 2020-21,Kharif     ,63,137,2.17
 13.UTTAR KASHI, 2000-01,Kharif     ,627,814,1.3
, 2001-02,Kharif     ,471,543,1.15
, 2002-03,Kharif     ,497,426,0.86
, 2003-04,Kharif     ,536,714,1.33
, 2004-05,Kharif     ,353,439,1.24
, 2005-06,Kharif     ,681,718,1.05
, 2006-07,Kharif     ,455,478,1.05
, 2007-08,Kharif     ,557,697,1.25
, 2008-09,Kharif     ,339,424,1.25
, 2009-10,Kharif     ,429,537,1.25
, 2010-11,Kharif     ,483,595,1.23
, 2011-12,Kharif     ,462,577,1.25
, 2012-13,Kharif     ,588,609,1.04
, 2013-14,Kharif     ,1040,1078,1.04
, 2014-15,Kharif     ,410,1064,2.6
, 2015-16,Kharif     ,405,1051,2.6
, 2016-17,Kharif     ,434,701,1.62
, 2017-18,Kharif     ,472,1258,2.67
, 2018-19,Kharif     ,398,544,1.37
, 2019-20,Kharif     ,286,372,1.3
, 2020-21,Kharif     ,530,1186,2.24
Total - Maize,,,546868,844854,1.54
Moong(Green Gram),,,,,
 1.CHAMPAWAT, 2007-08,Kharif     ,2,1,0.5
, 2016-17,Kharif     ,1,0,0
 2.DEHRADUN, 2000-01,Kharif     ,2,1,0.5
, 2001-02,Kharif     ,11,4,0.36
, 2002-03,Kharif     ,2,1,0.5
, 2003-04,Kharif     ,2,1,0.5
, 2004-05,Kharif     ,2,1,0.5
, 2005-06,Kharif     ,1,,0
, 2006-07,Kharif     ,1,1,1
, 2008-09,Kharif     ,4,1,0.25
, 2013-14,Kharif     ,11,6,0.55
, 2014-15,Kharif     ,15,8,0.53
, 2017-18,Kharif     ,4,2,0.5
, 2019-20,Kharif     ,1,1,1
 3.HARIDWAR, 2000-01,Kharif     ,3,1,0.33
, 2001-02,Kharif     ,2,1,0.5
, 2002-03,Kharif     ,3,1,0.33
, 2003-04,Kharif     ,2,1,0.5
, 2004-05,Kharif     ,1,,0
, 2018-19,Kharif     ,1,1,1
, 2019-20,Kharif     ,1,1,1
, 2020-21,Kharif     ,1,1,1
 4.NAINITAL, 2001-02,Kharif     ,1,,0
, 2004-05,Kharif     ,1,,0
, 2007-08,Kharif     ,4,1,0.25
, 2008-09,Kharif     ,2,1,0.5
, 2009-10,Kharif     ,1,1,1
, 2010-11,Kharif     ,2,1,0.5
, 2013-14,Kharif     ,4,2,0.5
, 2014-15,Kharif     ,1,1,1
, 2015-16,Kharif     ,1,1,1
, 2016-17,Kharif     ,34,17,0.5
, 2017-18,Kharif     ,6,3,0.5
, 2020-21,Kharif     ,7,4,0.57
 5.UDAM SINGH NAGAR, 2000-01,Kharif     ,40,14,0.35
, 2001-02,Kharif     ,53,27,0.51
, 2002-03,Kharif     ,71,20,0.28
, 2003-04,Kharif     ,9,3,0.33
, 2006-07,Kharif     ,1,1,1
, 2007-08,Kharif     ,2,1,0.5
, 2008-09,Kharif     ,50,23,0.46
, 2009-10,Kharif     ,7,5,0.71
, 2010-11,Kharif     ,100,53,0.53
, 2014-15,Kharif     ,1,1,1
, 2015-16,Kharif     ,2,1,0.5
, 2016-17,Kharif     ,2,1,0.5
, 2017-18,Kharif     ,5,3,0.6
, 2020-21,Kharif     ,1,1,1
Total - Moong(Green Gram),,,481,221,0.46
Moth,,,,,
 1.CHAMPAWAT, 2001-02,Kharif     ,4,1,0.25
 2.DEHRADUN, 2000-01,Kharif     ,6,2,0.33
, 2008-09,Kharif     ,281,98,0.35
, 2010-11,Kharif     ,5,2,0.4
, 2011-12,Kharif     ,1,1,1
, 2012-13,Kharif     ,3,1,0.33
, 2013-14,Kharif     ,6,2,0.33
, 2016-17,Kharif     ,1,0,0
, 2017-18,Kharif     ,2,1,0.5
, 2018-19,Kharif     ,1,1,1
 3.NAINITAL, 2000-01,Kharif     ,38,15,0.39
, 2001-02,Kharif     ,7,3,0.43
, 2003-04,Kharif     ,2,1,0.5
, 2004-05,Kharif     ,4,1,0.25
, 2005-06,Kharif     ,9,3,0.33
, 2006-07,Kharif     ,10,3,0.3
, 2007-08,Kharif     ,8,3,0.38
, 2008-09,Kharif     ,62,22,0.35
, 2009-10,Kharif     ,18,7,0.39
, 2010-11,Kharif     ,17,7,0.41
, 2011-12,Kharif     ,1,1,1
, 2012-13,Kharif     ,17,7,0.41
, 2013-14,Kharif     ,20,9,0.45
, 2014-15,Kharif     ,37,16,0.43
, 2015-16,Kharif     ,15,8,0.53
, 2016-17,Kharif     ,7,3,0.43
, 2017-18,Kharif     ,7,4,0.57
, 2018-19,Kharif     ,18,8,0.44
, 2019-20,Kharif     ,9,5,0.56
, 2020-21,Kharif     ,42,24,0.57
 4.UDAM SINGH NAGAR, 2013-14,Kharif     ,1,,0
, 2018-19,Kharif     ,1,,0
Total - Moth,,,660,259,0.39
Other Cereals,,,,,
 1.ALMORA, 2000-01,Kharif     ,107,32,0.3
, 2001-02,Kharif     ,317,95,0.3
, 2002-03,Kharif     ,2983,895,0.3
, 2003-04,Kharif     ,16291,15049,0.92
, 2004-05,Kharif     ,14865,19123,1.29
, 2005-06,Kharif     ,14546,15808,1.09
, 2007-08,Kharif     ,14290,16260,1.14
, 2008-09,Kharif     ,14660,15808,1.08
, 2009-10,Kharif     ,2,1,0.5
, 2010-11,Kharif     ,15671,18435,1.18
, 2020-21,Kharif     ,4,2,0.5
 2.BAGESHWAR, 2000-01,Kharif     ,780,312,0.4
, 2001-02,Kharif     ,137,55,0.4
, 2002-03,Kharif     ,411,164,0.4
, 2003-04,Kharif     ,726,520,0.72
, 2004-05,Kharif     ,856,821,0.96
, 2005-06,Kharif     ,1359,1156,0.85
, 2006-07,Kharif     ,366,123,0.34
, 2007-08,Kharif     ,750,850,1.13
, 2008-09,Kharif     ,755,644,0.85
, 2009-10,Kharif     ,86,47,0.55
, 2010-11,Kharif     ,1020,972,0.95
, 2014-15,Kharif     ,17,8,0.47
, 2016-17,Kharif     ,30,12,0.4
, 2017-18,Kharif     ,4,2,0.5
, 2018-19,Kharif     ,4,2,0.5
, 2019-20,Kharif     ,20,21,1.05
, 2020-21,Kharif     ,2,1,0.5
 3.CHAMOLI, 2000-01,Kharif     ,580,174,0.3
, 2001-02,Kharif     ,843,253,0.3
, 2002-03,Kharif     ,738,221,0.3
, 2003-04,Kharif     ,6154,5622,0.91
, 2004-05,Kharif     ,6196,5630,0.91
, 2005-06,Kharif     ,6220,4988,0.8
, 2006-07,Kharif     ,537,257,0.48
, 2007-08,Kharif     ,5526,4496,0.81
, 2008-09,Kharif     ,5057,4776,0.94
, 2009-10,Kharif     ,594,267,0.45
, 2010-11,Kharif     ,6901,6079,0.88
, 2014-15,Kharif     ,319,209,0.66
, 2016-17,Kharif     ,275,169,0.61
, 2017-18,Kharif     ,285,174,0.61
, 2018-19,Kharif     ,274,169,0.62
, 2019-20,Kharif     ,378,384,1.02
, 2020-21,Kharif     ,205,126,0.61
 4.CHAMPAWAT, 2000-01,Kharif     ,734,147,0.2
, 2001-02,Kharif     ,1255,251,0.2
, 2002-03,Kharif     ,1281,256,0.2
, 2003-04,Kharif     ,1846,1893,1.03
, 2004-05,Kharif     ,1244,1655,1.33
, 2005-06,Kharif     ,1675,1759,1.05
, 2006-07,Kharif     ,981,400,0.41
, 2007-08,Kharif     ,1215,1340,1.1
, 2008-09,Kharif     ,976,1252,1.28
, 2009-10,Kharif     ,102,36,0.35
, 2010-11,Kharif     ,1212,1345,1.11
 5.DEHRADUN, 2000-01,Kharif     ,147,44,0.3
, 2001-02,Kharif     ,452,136,0.3
, 2002-03,Kharif     ,324,97,0.3
, 2003-04,Kharif     ,1961,1608,0.82
, 2004-05,Kharif     ,1593,1568,0.98
, 2005-06,Kharif     ,2043,1466,0.72
, 2006-07,Kharif     ,132,69,0.52
, 2007-08,Kharif     ,1441,1237,0.86
, 2008-09,Kharif     ,1348,1130,0.84
, 2009-10,Kharif     ,66,35,0.53
, 2010-11,Kharif     ,1646,1457,0.89
, 2014-15,Kharif     ,4,2,0.5
, 2016-17,Kharif     ,22,14,0.64
, 2017-18,Kharif     ,33,21,0.64
, 2018-19,Kharif     ,6,4,0.67
, 2019-20,Kharif     ,3,2,0.67
 6.NAINITAL, 2000-01,Kharif     ,105,32,0.3
, 2001-02,Kharif     ,11,3,0.27
, 2002-03,Kharif     ,5,2,0.4
, 2003-04,Kharif     ,573,640,1.12
, 2004-05,Kharif     ,798,983,1.23
, 2005-06,Kharif     ,660,811,1.23
, 2007-08,Kharif     ,498,716,1.44
, 2008-09,Kharif     ,575,763,1.33
, 2010-11,Kharif     ,467,646,1.38
 7.PAURI GARHWAL, 2000-01,Kharif     ,634,159,0.25
, 2001-02,Kharif     ,251,63,0.25
, 2003-04,Kharif     ,19414,22958,1.18
, 2004-05,Kharif     ,19636,22973,1.17
, 2005-06,Kharif     ,19208,20049,1.04
, 2006-07,Kharif     ,913,354,0.39
, 2007-08,Kharif     ,17527,19506,1.11
, 2008-09,Kharif     ,17249,20418,1.18
, 2009-10,Kharif     ,46,16,0.35
, 2010-11,Kharif     ,16696,18265,1.09
, 2014-15,Kharif     ,16,8,0.5
, 2016-17,Kharif     ,18,13,0.72
, 2017-18,Kharif     ,12,9,0.75
, 2018-19,Kharif     ,9,6,0.67
 8.PITHORAGARH, 2000-01,Kharif     ,1827,457,0.25
, 2001-02,Kharif     ,2987,747,0.25
, 2002-03,Kharif     ,2210,553,0.25
, 2003-04,Kharif     ,3168,2466,0.78
, 2004-05,Kharif     ,3262,3068,0.94
, 2005-06,Kharif     ,2478,2251,0.91
, 2006-07,Kharif     ,803,340,0.42
, 2007-08,Kharif     ,1977,1745,0.88
, 2008-09,Kharif     ,1986,2082,1.05
, 2009-10,Kharif     ,1801,630,0.35
, 2010-11,Kharif     ,1902,1818,0.96
, 2014-15,Kharif     ,516,209,0.41
, 2016-17,Kharif     ,603,248,0.41
, 2017-18,Kharif     ,207,89,0.43
, 2018-19,Kharif     ,231,100,0.43
, 2019-20,Kharif     ,156,151,0.97
, 2020-21,Kharif     ,87,54,0.62
 9.RUDRA PRAYAG, 2001-02,Kharif     ,7,2,0.29
, 2002-03,Kharif     ,12,3,0.25
, 2003-04,Kharif     ,2869,3326,1.16
, 2004-05,Kharif     ,2847,3337,1.17
, 2005-06,Kharif     ,2577,3260,1.27
, 2007-08,Kharif     ,2964,4803,1.62
, 2008-09,Kharif     ,3060,3312,1.08
, 2010-11,Kharif     ,2960,4046,1.37
, 2020-21,Kharif     ,3,2,0.67
 10.TEHRI GARHWAL, 2000-01,Kharif     ,56,11,0.2
, 2001-02,Kharif     ,29,6,0.21
, 2002-03,Kharif     ,55,11,0.2
, 2003-04,Kharif     ,19630,28583,1.46
, 2004-05,Kharif     ,20551,24829,1.21
, 2005-06,Kharif     ,19425,24099,1.24
, 2006-07,Kharif     ,9,4,0.44
, 2007-08,Kharif     ,18532,25373,1.37
, 2008-09,Kharif     ,19351,27146,1.4
, 2010-11,Kharif     ,16489,22635,1.37
, 2018-19,Kharif     ,81,42,0.52
 11.UDAM SINGH NAGAR, 2020-21,Kharif     ,2,1,0.5
 12.UTTAR KASHI, 2000-01,Kharif     ,626,219,0.35
, 2001-02,Kharif     ,1122,393,0.35
, 2002-03,Kharif     ,835,292,0.35
, 2003-04,Kharif     ,5085,4612,0.91
, 2004-05,Kharif     ,4145,4553,1.1
, 2005-06,Kharif     ,4885,4740,0.97
, 2006-07,Kharif     ,874,424,0.49
, 2007-08,Kharif     ,5367,5086,0.95
, 2008-09,Kharif     ,5545,6070,1.09
, 2009-10,Kharif     ,1070,428,0.4
, 2010-11,Kharif     ,4896,5342,1.09
, 2014-15,Kharif     ,337,151,0.45
, 2016-17,Kharif     ,540,270,0.5
, 2017-18,Kharif     ,40,20,0.5
, 2018-19,Kharif     ,163,84,0.52
, 2019-20,Kharif     ,220,231,1.05
, 2020-21,Kharif     ,320,164,0.51
Total - Other Cereals,,,474984,514747,1.08
Other Kharif pulses,,,,,
 1.ALMORA, 2000-01,Kharif     ,1539,980,0.64
, 2001-02,Kharif     ,1459,825,0.57
, 2002-03,Kharif     ,1468,861,0.59
, 2003-04,Kharif     ,1406,1245,0.89
, 2004-05,Kharif     ,1685,1415,0.84
, 2005-06,Kharif     ,1731,1065,0.62
, 2006-07,Kharif     ,1413,883,0.62
, 2007-08,Kharif     ,1600,1089,0.68
, 2008-09,Kharif     ,1430,973,0.68
, 2009-10,Kharif     ,1531,1528,1
, 2010-11,Kharif     ,1628,1628,1
, 2011-12,Kharif     ,1567,1802,1.15
, 2012-13,Kharif     ,1702,1963,1.15
, 2013-14,Kharif     ,1682,1938,1.15
, 2014-15,Kharif     ,1717,1010,0.59
, 2015-16,Kharif     ,1875,2068,1.1
, 2016-17,Kharif     ,1883,1254,0.67
, 2017-18,Kharif     ,1823,2337,1.28
, 2018-19,Kharif     ,2311,2741,1.19
, 2019-20,Kharif     ,1911,1913,1
, 2020-21,Kharif     ,2093,1916,0.92
 2.BAGESHWAR, 2000-01,Kharif     ,562,389,0.69
, 2001-02,Kharif     ,589,319,0.54
, 2002-03,Kharif     ,493,311,0.63
, 2003-04,Kharif     ,1857,1470,0.79
, 2004-05,Kharif     ,612,520,0.85
, 2005-06,Kharif     ,1034,557,0.54
, 2006-07,Kharif     ,1064,688,0.65
, 2007-08,Kharif     ,746,565,0.76
, 2008-09,Kharif     ,633,475,0.75
, 2009-10,Kharif     ,950,930,0.98
, 2010-11,Kharif     ,738,556,0.75
, 2011-12,Kharif     ,590,472,0.8
, 2012-13,Kharif     ,691,556,0.8
, 2013-14,Kharif     ,1189,876,0.74
, 2014-15,Kharif     ,952,1049,1.1
, 2015-16,Kharif     ,900,931,1.03
, 2016-17,Kharif     ,708,640,0.9
, 2017-18,Kharif     ,1098,766,0.7
, 2018-19,Kharif     ,1185,1181,1
, 2019-20,Kharif     ,1592,1430,0.9
, 2020-21,Kharif     ,1165,1286,1.1
 3.CHAMOLI, 2000-01,Kharif     ,670,412,0.61
, 2001-02,Kharif     ,836,506,0.61
, 2002-03,Kharif     ,1096,657,0.6
, 2003-04,Kharif     ,864,542,0.63
, 2004-05,Kharif     ,1520,1037,0.68
, 2005-06,Kharif     ,795,472,0.59
, 2006-07,Kharif     ,484,349,0.72
, 2007-08,Kharif     ,1187,943,0.79
, 2008-09,Kharif     ,1285,1029,0.8
, 2009-10,Kharif     ,1255,1012,0.81
, 2010-11,Kharif     ,1214,1165,0.96
, 2011-12,Kharif     ,1032,950,0.92
, 2012-13,Kharif     ,1036,697,0.67
, 2013-14,Kharif     ,1289,1199,0.93
, 2014-15,Kharif     ,1168,1504,1.29
, 2015-16,Kharif     ,1143,1182,1.03
, 2016-17,Kharif     ,1287,1534,1.19
, 2017-18,Kharif     ,1061,1261,1.19
, 2018-19,Kharif     ,925,1162,1.26
, 2019-20,Kharif     ,1151,1218,1.06
, 2020-21,Kharif     ,1107,1286,1.16
 4.CHAMPAWAT, 2000-01,Kharif     ,964,661,0.69
, 2001-02,Kharif     ,1178,825,0.7
, 2002-03,Kharif     ,891,623,0.7
, 2003-04,Kharif     ,647,589,0.91
, 2004-05,Kharif     ,2711,2010,0.74
, 2005-06,Kharif     ,1784,951,0.53
, 2006-07,Kharif     ,2787,960,0.34
, 2007-08,Kharif     ,845,534,0.63
, 2008-09,Kharif     ,985,645,0.65
, 2009-10,Kharif     ,817,587,0.72
, 2010-11,Kharif     ,1873,1596,0.85
, 2011-12,Kharif     ,986,959,0.97
, 2012-13,Kharif     ,767,745,0.97
, 2013-14,Kharif     ,1215,1102,0.91
, 2014-15,Kharif     ,645,592,0.92
, 2015-16,Kharif     ,655,729,1.11
, 2016-17,Kharif     ,526,523,0.99
, 2017-18,Kharif     ,679,814,1.2
, 2018-19,Kharif     ,772,986,1.28
, 2019-20,Kharif     ,730,905,1.24
, 2020-21,Kharif     ,699,888,1.27
 5.DEHRADUN, 2000-01,Kharif     ,1147,608,0.53
, 2001-02,Kharif     ,1134,598,0.53
, 2002-03,Kharif     ,1160,608,0.52
, 2003-04,Kharif     ,1400,647,0.46
, 2004-05,Kharif     ,1831,1053,0.58
, 2005-06,Kharif     ,1223,734,0.6
, 2006-07,Kharif     ,966,571,0.59
, 2007-08,Kharif     ,1110,925,0.83
, 2008-09,Kharif     ,944,788,0.83
, 2009-10,Kharif     ,1208,1013,0.84
, 2010-11,Kharif     ,1030,1094,1.06
, 2011-12,Kharif     ,192,133,0.69
, 2012-13,Kharif     ,1256,1079,0.86
, 2013-14,Kharif     ,1116,952,0.85
, 2014-15,Kharif     ,1276,1433,1.12
, 2015-16,Kharif     ,1196,1341,1.12
, 2016-17,Kharif     ,1583,1857,1.17
, 2017-18,Kharif     ,975,1245,1.28
, 2018-19,Kharif     ,1446,1796,1.24
, 2019-20,Kharif     ,1380,1363,0.99
, 2020-21,Kharif     ,1115,1067,0.96
 6.HARIDWAR, 2004-05,Kharif     ,8,2,0.25
, 2008-09,Kharif     ,5,4,0.8
, 2009-10,Kharif     ,4,3,0.75
, 2013-14,Kharif     ,1,1,1
, 2016-17,Kharif     ,1,1,1
 7.NAINITAL, 2000-01,Kharif     ,821,441,0.54
, 2001-02,Kharif     ,674,397,0.59
, 2002-03,Kharif     ,581,334,0.57
, 2003-04,Kharif     ,868,513,0.59
, 2004-05,Kharif     ,543,359,0.66
, 2005-06,Kharif     ,405,267,0.66
, 2006-07,Kharif     ,579,375,0.65
, 2007-08,Kharif     ,295,220,0.75
, 2008-09,Kharif     ,402,300,0.75
, 2009-10,Kharif     ,281,245,0.87
, 2010-11,Kharif     ,554,483,0.87
, 2011-12,Kharif     ,372,247,0.66
, 2012-13,Kharif     ,641,412,0.64
, 2013-14,Kharif     ,644,471,0.73
, 2014-15,Kharif     ,448,370,0.83
, 2015-16,Kharif     ,568,401,0.71
, 2016-17,Kharif     ,495,413,0.83
, 2017-18,Kharif     ,522,462,0.89
, 2018-19,Kharif     ,802,738,0.92
, 2019-20,Kharif     ,826,811,0.98
, 2020-21,Kharif     ,807,1129,1.4
 8.PAURI GARHWAL, 2000-01,Kharif     ,966,550,0.57
, 2001-02,Kharif     ,779,411,0.53
, 2002-03,Kharif     ,811,448,0.55
, 2003-04,Kharif     ,627,480,0.77
, 2004-05,Kharif     ,571,460,0.81
, 2005-06,Kharif     ,505,295,0.58
, 2006-07,Kharif     ,590,372,0.63
, 2007-08,Kharif     ,903,658,0.73
, 2008-09,Kharif     ,890,634,0.71
, 2009-10,Kharif     ,379,358,0.94
, 2010-11,Kharif     ,472,322,0.68
, 2011-12,Kharif     ,376,254,0.68
, 2012-13,Kharif     ,321,307,0.96
, 2013-14,Kharif     ,297,283,0.95
, 2014-15,Kharif     ,501,491,0.98
, 2015-16,Kharif     ,446,365,0.82
, 2016-17,Kharif     ,476,347,0.73
, 2017-18,Kharif     ,463,323,0.7
, 2018-19,Kharif     ,393,284,0.72
, 2019-20,Kharif     ,374,293,0.78
, 2020-21,Kharif     ,396,310,0.78
 9.PITHORAGARH, 2000-01,Kharif     ,1988,1136,0.57
, 2001-02,Kharif     ,1793,991,0.55
, 2002-03,Kharif     ,1861,1037,0.56
, 2003-04,Kharif     ,1725,902,0.52
, 2004-05,Kharif     ,1976,1084,0.55
, 2005-06,Kharif     ,1842,1073,0.58
, 2006-07,Kharif     ,1473,1022,0.69
, 2007-08,Kharif     ,1946,1546,0.79
, 2008-09,Kharif     ,1750,1394,0.8
, 2009-10,Kharif     ,1437,1370,0.95
, 2010-11,Kharif     ,2288,2324,1.02
, 2011-12,Kharif     ,1971,1891,0.96
, 2012-13,Kharif     ,2140,2143,1
, 2013-14,Kharif     ,2171,1979,0.91
, 2014-15,Kharif     ,2384,2064,0.87
, 2015-16,Kharif     ,2299,2105,0.92
, 2016-17,Kharif     ,1964,1759,0.9
, 2017-18,Kharif     ,1897,2658,1.4
, 2018-19,Kharif     ,2493,2675,1.07
, 2019-20,Kharif     ,2880,3335,1.16
, 2020-21,Kharif     ,2589,2928,1.13
 10.RUDRA PRAYAG, 2000-01,Kharif     ,121,69,0.57
, 2001-02,Kharif     ,164,85,0.52
, 2002-03,Kharif     ,91,48,0.53
, 2003-04,Kharif     ,116,73,0.63
, 2004-05,Kharif     ,151,112,0.74
, 2005-06,Kharif     ,226,125,0.55
, 2006-07,Kharif     ,192,124,0.65
, 2007-08,Kharif     ,188,133,0.71
, 2008-09,Kharif     ,168,120,0.71
, 2009-10,Kharif     ,133,121,0.91
, 2010-11,Kharif     ,136,108,0.79
, 2011-12,Kharif     ,77,52,0.68
, 2012-13,Kharif     ,62,46,0.74
, 2013-14,Kharif     ,134,127,0.95
, 2014-15,Kharif     ,124,120,0.97
, 2015-16,Kharif     ,135,133,0.99
, 2016-17,Kharif     ,70,54,0.77
, 2017-18,Kharif     ,131,87,0.66
, 2018-19,Kharif     ,140,107,0.76
, 2019-20,Kharif     ,161,173,1.07
, 2020-21,Kharif     ,119,134,1.13
 11.TEHRI GARHWAL, 2000-01,Kharif     ,1841,948,0.51
, 2001-02,Kharif     ,1187,603,0.51
, 2002-03,Kharif     ,1030,521,0.51
, 2003-04,Kharif     ,1227,562,0.46
, 2004-05,Kharif     ,1049,704,0.67
, 2005-06,Kharif     ,1089,612,0.56
, 2006-07,Kharif     ,1066,685,0.64
, 2007-08,Kharif     ,1273,993,0.78
, 2008-09,Kharif     ,1177,917,0.78
, 2009-10,Kharif     ,1042,571,0.55
, 2010-11,Kharif     ,1005,774,0.77
, 2011-12,Kharif     ,1208,758,0.63
, 2012-13,Kharif     ,1021,704,0.69
, 2013-14,Kharif     ,1066,733,0.69
, 2014-15,Kharif     ,1589,1463,0.92
, 2015-16,Kharif     ,1348,1133,0.84
, 2016-17,Kharif     ,1261,1039,0.82
, 2017-18,Kharif     ,1325,889,0.67
, 2018-19,Kharif     ,1568,1411,0.9
, 2019-20,Kharif     ,1432,1290,0.9
, 2020-21,Kharif     ,1966,2167,1.1
 12.UDAM SINGH NAGAR, 2000-01,Kharif     ,2,1,0.5
, 2001-02,Kharif     ,11,7,0.64
, 2002-03,Kharif     ,10,4,0.4
, 2004-05,Kharif     ,1,,0
, 2005-06,Kharif     ,17,10,0.59
, 2008-09,Kharif     ,3,38,12.67
, 2015-16,Kharif     ,1,1,1
, 2020-21,Kharif     ,1,1,1
 13.UTTAR KASHI, 2000-01,Kharif     ,927,649,0.7
, 2001-02,Kharif     ,1250,841,0.67
, 2002-03,Kharif     ,1352,939,0.69
, 2003-04,Kharif     ,1327,753,0.57
, 2004-05,Kharif     ,1658,1162,0.7
, 2005-06,Kharif     ,1789,1074,0.6
, 2006-07,Kharif     ,2249,1728,0.77
, 2007-08,Kharif     ,1827,1534,0.84
, 2008-09,Kharif     ,1448,1215,0.84
, 2009-10,Kharif     ,2218,1924,0.87
, 2010-11,Kharif     ,2081,2250,1.08
, 2011-12,Kharif     ,1818,1330,0.73
, 2012-13,Kharif     ,1575,1098,0.7
, 2013-14,Kharif     ,2102,1440,0.69
, 2014-15,Kharif     ,1913,1763,0.92
, 2015-16,Kharif     ,1731,1666,0.96
, 2016-17,Kharif     ,1948,1908,0.98
, 2017-18,Kharif     ,1800,1781,0.99
, 2018-19,Kharif     ,2338,2456,1.05
, 2019-20,Kharif     ,1881,2135,1.14
, 2020-21,Kharif     ,2151,2267,1.05
Total - Other Kharif pulses,,,258639,215310,0.83
other oilseeds,,,,,
 1.ALMORA, 2003-04,Kharif     ,13,7,0.54
, 2004-05,Kharif     ,30,18,0.6
, 2005-06,Kharif     ,42,18,0.43
, 2007-08,Kharif     ,4,2,0.5
, 2008-09,Kharif     ,1,1,1
, 2009-10,Kharif     ,21,15,0.71
, 2010-11,Kharif     ,33,14,0.42
 2.BAGESHWAR, 2003-04,Kharif     ,1,1,1
, 2005-06,Kharif     ,38,19,0.5
, 2006-07,Kharif     ,1,1,1
, 2009-10,Kharif     ,18,13,0.72
 3.CHAMOLI, 2003-04,Kharif     ,29,14,0.48
, 2004-05,Kharif     ,33,20,0.61
, 2005-06,Kharif     ,100,43,0.43
, 2006-07,Kharif     ,4,2,0.5
, 2007-08,Kharif     ,40,20,0.5
, 2008-09,Kharif     ,55,25,0.45
, 2010-11,Kharif     ,13,6,0.46
, 2013-14,Kharif     ,2,1,0.5
, 2014-15,Kharif     ,15,8,0.53
, 2015-16,Kharif     ,8,4,0.5
, 2018-19,Kharif     ,2,1,0.5
, 2019-20,Kharif     ,1,1,1
, 2020-21,Kharif     ,2,1,0.5
 4.CHAMPAWAT, 2003-04,Kharif     ,163,151,0.93
, 2004-05,Kharif     ,71,43,0.61
, 2005-06,Kharif     ,875,411,0.47
, 2006-07,Kharif     ,716,394,0.55
, 2007-08,Kharif     ,64,34,0.53
, 2008-09,Kharif     ,219,115,0.53
, 2009-10,Kharif     ,147,110,0.75
, 2010-11,Kharif     ,28,11,0.39
 5.DEHRADUN, 2003-04,Kharif     ,35,22,0.63
, 2004-05,Kharif     ,21,13,0.62
, 2005-06,Kharif     ,11,4,0.36
, 2006-07,Kharif     ,85,47,0.55
, 2007-08,Kharif     ,13,7,0.54
, 2008-09,Kharif     ,39,20,0.51
, 2009-10,Kharif     ,58,43,0.74
, 2010-11,Kharif     ,69,31,0.45
, 2012-13,Kharif     ,19,10,0.53
, 2013-14,Kharif     ,24,13,0.54
, 2014-15,Kharif     ,11,11,1
, 2016-17,Kharif     ,2,1,0.5
, 2017-18,Kharif     ,7,5,0.71
, 2018-19,Kharif     ,7,9,1.29
 6.HARIDWAR, 2004-05,Kharif     ,5,3,0.6
, 2006-07,Kharif     ,3,2,0.67
, 2007-08,Kharif     ,6,3,0.5
, 2009-10,Kharif     ,6,4,0.67
, 2015-16,Kharif     ,1,1,1
, 2017-18,Kharif     ,4,3,0.75
 7.NAINITAL, 2003-04,Kharif     ,81,50,0.62
, 2004-05,Kharif     ,59,41,0.69
, 2005-06,Kharif     ,99,49,0.49
, 2007-08,Kharif     ,6,4,0.67
, 2009-10,Kharif     ,29,21,0.72
, 2012-13,Kharif     ,1,1,1
, 2013-14,Kharif     ,10,8,0.8
, 2019-20,Kharif     ,7,5,0.71
, 2020-21,Kharif     ,1,1,1
 8.PAURI GARHWAL, 2003-04,Kharif     ,3,2,0.67
, 2006-07,Kharif     ,1,1,1
, 2007-08,Kharif     ,8,4,0.5
, 2008-09,Kharif     ,6,3,0.5
, 2010-11,Kharif     ,13,6,0.46
, 2020-21,Kharif     ,2,1,0.5
